28370;Harran;harran;7601335;;64.595045;12.435362;;NO;Europe/Oslo;f;f;f;f;f;f;;;f;;f;7600263;f;;f;;f;;f;;f;;f;;f;;f;;f;;;;f;;f;;f;;f;NOADV;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv28370
28371;Lassemoen;lassemoen;7601337;;64.682394;12.660973;;NO;Europe/Oslo;f;f;f;f;f;f;;;f;;f;7600264;f;;f;;f;;f;;f;;f;;f;;f;;f;;;;f;;f;;f;;f;NOADW;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv28371
28372;Namsskogan;namsskogan;7601341;;64.924428;13.151407;;NO;Europe/Oslo;f;f;f;f;f;f;;;f;;f;7600266;f;;f;;f;;f;;f;;f;;f;;f;;f;;;;f;;f;;f;;f;NOADY;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv28372
28373;Majavatn;majavatn;7601344;;65.143738;13.401199;;NO;Europe/Oslo;f;f;f;f;f;f;;;f;;f;7600267;f;;f;;f;;f;;f;;f;;f;;f;;f;;;;f;;f;;f;;f;NOADZ;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv28373
28374;Svenningdal;svenningdal;7601347;;65.434039;13.394497;;NO;Europe/Oslo;f;f;f;f;f;f;;;f;;f;7600268;f;;f;;f;;f;;f;;f;;f;;f;;f;;;;f;;f;;f;;f;NOAEB;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv28374
28375;Trofors;trofors;7601348;;65.535083;13.399842;;NO;Europe/Oslo;f;f;f;f;f;f;;;f;;f;7600269;f;;f;;f;;f;;f;;f;;f;;f;;f;;;;f;;f;;f;;f;NOAEC;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv28375
28376;Mosjøen;mosjoen;7601352;;65.844654;13.199922;;NO;Europe/Oslo;f;f;f;f;f;f;;;f;;f;7600048;f;;f;;f;;f;;f;;f;;f;;f;;f;;;;f;;f;;f;;f;NOAEE;f;;f;f;;;;;;;;;;;;;;;;Мушёэн;;;莫舍恩;urn:trainline:public:nloc:csv28376
28377;Bjerka;bjerka;7601361;;66.149226;13.831719;;NO;Europe/Oslo;f;f;f;f;f;f;;;f;;f;7600271;f;;f;;f;;f;;f;;f;;f;;f;;f;;;;f;;f;;f;;f;NOAEG;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv28377
28378;Mo i Rana;mo-i-rana;7601364;;66.308992;14.132265;;NO;Europe/Oslo;f;f;f;f;f;f;;;f;;f;7600047;f;;f;;f;;f;;f;;f;;f;;f;;f;;;;f;;f;;f;;f;NOAEI;f;;f;f;;;;;;;;;;;;モー・イ・ラーナ;모이라나;;;Му-и-Рана;;;摩城;urn:trainline:public:nloc:csv28378
28379;Dunderland;dunderland;7601370;;66.44587;14.837253;;NO;Europe/Oslo;f;f;f;f;f;f;;;f;;f;7600272;f;;f;;f;;f;;f;;f;;f;;f;;f;;;;f;;f;;f;;f;NOAEJ;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv28379
